date,x,y,z
2024-03-27 20:38:34.241632,-0.1,-0.04,9.86
2024-03-27 20:38:35.241867,-0.11,-0.04,9.87
2024-03-27 20:38:36.296593,-0.1,-0.04,9.87
2024-03-27 20:38:37.234331,-0.1,-0.04,9.87
2024-03-27 20:38:38.241128,-0.1,-0.05,9.85
2024-03-27 20:38:39.263938,-0.08,-0.05,9.86
2024-03-27 20:38:40.239979,-0.11,-0.03,9.86
2024-03-27 20:38:41.236593,-0.1,-0.04,9.86
2024-03-27 20:38:42.450367,-0.09,-0.03,9.85
2024-03-27 20:38:43.233583,-0.1,-0.04,9.87
2024-03-27 20:38:44.311428,-0.09,-0.04,9.85
2024-03-27 20:38:45.239286,-0.08,-0.04,9.87
2024-03-27 20:38:46.287975,-0.1,-0.03,9.86
2024-03-27 20:38:47.298246,-0.1,-0.05,9.87
2024-03-27 20:38:48.260118,-0.11,-0.05,9.84
2024-03-27 20:38:49.241320,-0.08,-0.04,9.86
2024-03-27 20:38:50.370068,-0.11,-0.04,9.86
2024-03-27 20:38:51.243137,-0.1,-0.04,9.86
2024-03-27 20:38:52.303157,-0.09,-0.05,9.85
2024-03-27 20:38:53.239926,-0.1,-0.04,9.86
2024-03-27 20:38:54.234972,-0.09,-0.05,9.86
2024-03-27 20:38:55.306365,-0.1,-0.03,9.86
2024-03-27 20:38:56.241458,-0.1,-0.04,9.86
2024-03-27 20:38:57.240403,-0.1,-0.04,9.84
2024-03-27 20:38:58.240950,-0.1,-0.04,9.87
2024-03-27 20:39:05.127881,-0.1,-0.05,9.85
2024-03-27 20:39:05.240508,-0.1,-0.04,9.87
2024-03-27 20:39:06.275174,-0.1,-0.03,9.86
2024-03-27 20:39:07.245427,-0.09,-0.05,9.87
2024-03-27 20:39:08.241143,-0.09,-0.04,9.86
2024-03-27 20:39:09.362148,-0.09,-0.03,9.86
2024-03-27 20:39:10.241979,-0.09,-0.05,9.86
2024-03-27 20:39:11.291828,-0.1,-0.04,9.87
2024-03-27 20:39:12.238952,0.65,-0.48,9.87
2024-03-27 20:39:13.254733,-0.1,0.02,9.88
2024-03-27 20:39:14.324135,-0.1,0.01,9.86
2024-03-27 20:39:15.239402,-0.1,0.01,9.86
2024-03-27 20:39:16.239945,-0.09,0.02,9.87
2024-03-27 20:39:17.249830,-0.11,0.03,9.86
2024-03-27 20:39:18.242931,-0.1,0.04,9.85
2024-03-27 20:39:19.313516,-0.09,0.02,9.86
2024-03-27 20:39:20.252196,-0.1,0.04,9.86
2024-03-27 20:39:21.240565,-0.09,0.03,9.86
2024-03-27 20:39:22.303698,-0.08,0.03,9.87
2024-03-27 20:39:23.245185,-0.08,0.02,9.87
2024-03-27 20:39:24.243245,-0.1,0.03,9.87
2024-03-27 20:39:25.250961,-0.11,0.01,9.86
2024-03-27 20:39:26.239757,-0.09,0.02,9.85
2024-03-27 20:39:27.239968,-0.09,0.03,9.86
2024-03-27 20:39:28.239215,-0.1,0.03,9.86
2024-03-27 20:39:29.240197,-0.1,0.03,9.87
2024-03-27 20:39:30.268025,-0.09,0.02,9.86
2024-03-27 20:39:31.240030,0.37,0.74,10.34
2024-03-27 20:39:32.240983,-0.2,8.74,3.91
2024-03-27 20:39:33.268384,-1.24,8.82,-3.03
2024-03-27 20:39:34.235131,-5.22,4.84,5.81
2024-03-27 20:39:35.242324,-0.07,0.0,9.86
2024-03-27 20:39:36.282215,-0.07,0.01,9.87
2024-03-27 20:39:37.248623,-0.08,0.0,9.87
2024-03-27 20:39:38.367063,-0.07,0.0,9.86
2024-03-27 20:39:39.243412,-0.07,0.01,9.86
2024-03-27 20:39:40.240451,-0.08,0.01,9.85
2024-03-27 20:39:41.256427,-0.09,0.02,9.86
2024-03-27 20:39:42.241299,-0.07,0.0,9.85
2024-03-27 20:39:43.240610,-0.07,0.01,9.86
2024-03-27 20:39:44.489286,-0.09,0.01,9.86
2024-03-27 20:39:45.244976,-0.07,0.0,9.86
